date,origin_port,destination_port,cargo_type,freight_rate,bdi,oil_price,commodity_price,commodity_demand,weather_disruption,port_congestion,usd_index
2025-01-18,Mumbai,Dubai,Steel,2062.96,1773.89,70.58,102.79,102.54,2,45.08,100.54
2025-01-19,Shanghai,Los Angeles,Steel,2915.03,1772.27,70.95,103.36,103.4,0,51.52,104.41
2025-01-20,Singapore,Rotterdam,Iron Ore,3011.89,1780.97,71.06,103.54,105.38,0,26.19,99.41
2025-01-21,Mumbai,Dubai,Steel,2152.36,1778.69,71.18,103.85,99.59,2,68.75,103.6
2025-01-22,Mumbai,Rotterdam,Iron Ore,2768.26,1781.14,71.25,103.85,105.98,1,51.12,103.3
2025-01-23,Shanghai,Rotterdam,Steel,3132.95,1781.76,71.58,103.84,102.02,1,47.32,104.39
2025-01-24,Shanghai,Rotterdam,Coal,2965.13,1799.59,71.66,104.25,99.53,2,46.15,99.22
2025-01-25,Shanghai,Rotterdam,Coal,2615.18,1804.27,71.95,104.38,107.04,0,19.67,100.36
2025-01-26,Singapore,Rotterdam,Coal,2490.79,1820.6,72.07,104.4,111.78,1,38.29,103.97
2025-01-27,Shanghai,Los Angeles,Coal,2564.29,1833.16,71.96,104.47,108.1,0,35.05,98.98
2025-01-28,Mumbai,Dubai,Iron Ore,2220.57,1859.24,72.06,104.87,109.25,1,12.46,99.44
2025-01-29,Mumbai,Rotterdam,Iron Ore,2908.4,1854.99,72.07,104.94,102.18,1,45.04,101.18
2025-01-30,Mumbai,Rotterdam,Steel,2397.26,1872.58,72.25,105.14,96.95,0,53.87,102.26
2025-01-31,Singapore,Rotterdam,Coal,2805.15,1889.2,72.25,105.37,112.53,1,56.51,104.42
2025-02-01,Shanghai,Rotterdam,Iron Ore,3340.69,1888.78,72.57,105.11,115.5,0,32.56,101.81
2025-02-02,Singapore,Rotterdam,Steel,2880.54,1904.13,72.73,104.96,113.09,0,40.7,101.24
2025-02-03,Shanghai,Los Angeles,Steel,3059.24,1914.03,72.88,105.26,103.84,0,31.66,102.68
2025-02-04,Shanghai,Los Angeles,Iron Ore,3605.1,1919.34,73.15,105.29,99.89,2,58.23,102.97
2025-02-05,Mumbai,Dubai,Coal,1815.52,1919.8,73.46,105.77,100.48,0,63.1,102.98
2025-02-06,Mumbai,Dubai,Steel,2048.17,1921.01,73.62,106.22,97.53,0,54.53,102.11
2025-02-07,Shanghai,Los Angeles,Coal,2889.46,1944.28,73.67,106.6,105.54,0,47.81,99.5
2025-02-08,Shanghai,Los Angeles,Coal,2985.47,1951.06,73.57,107.26,114.25,2,48.61,101.11
2025-02-09,Shanghai,Los Angeles,Coal,2669.95,1964.01,73.63,107.44,105.64,0,51.25,104.67
2025-02-10,Singapore,Rotterdam,Steel,2812.33,1964.28,73.69,107.8,107.99,1,22.7,102.87
2025-02-11,Shanghai,Los Angeles,Coal,2950.27,1964.54,73.86,107.85,113.49,1,44.21,102.16
2025-02-12,Mumbai,Rotterdam,Steel,2645.85,1979.6,73.97,108.65,104.72,0,48.76,104.37
2025-02-13,Shanghai,Rotterdam,Coal,2996.94,1975.11,74.22,109.34,117.04,0,51.11,101.05
2025-02-14,Shanghai,Los Angeles,Steel,3549.5,1977.99,74.28,109.53,116.95,1,58.05,102.46
2025-02-15,Shanghai,Rotterdam,Coal,3252.19,1984.36,74.42,109.81,106.46,2,60.42,103.05
2025-02-16,Singapore,Rotterdam,Iron Ore,3308.38,1991.24,74.74,110.33,104.34,1,45.06,102.23
2025-02-17,Shanghai,Rotterdam,Coal,2888.59,1995.7,74.93,110.47,110.84,0,48.07,103.09
2025-02-18,Singapore,Rotterdam,Coal,2616.86,2004.64,75.06,110.48,105.73,1,33.71,102.7
2025-02-19,Mumbai,Rotterdam,Steel,2516.67,2015.85,75.11,110.87,101.8,0,27.33,100.93
2025-02-20,Singapore,Rotterdam,Steel,2963.57,2027.28,75.14,111.05,114.1,0,40.93,103.35
2025-02-21,Singapore,Rotterdam,Coal,3025.66,2024.84,75.15,111.26,113.88,1,50.6,101.13
2025-02-22,Mumbai,Dubai,Iron Ore,2404.84,2027.89,75.19,111.21,108.68,0,12.62,103.41
2025-02-23,Shanghai,Los Angeles,Iron Ore,3641.64,2042.66,75.43,110.94,101.7,1,54.83,105.27
2025-02-24,Shanghai,Los Angeles,Steel,3060.26,2054.9,75.52,111.15,101.96,0,51.59,102.82
2025-02-25,Mumbai,Rotterdam,Iron Ore,2899.79,2048.89,75.44,111.53,108.75,1,46.84,101.53
2025-02-26,Mumbai,Rotterdam,Coal,2625.11,2056.55,75.82,111.61,105.81,0,75.62,103.13
2025-02-27,Shanghai,Los Angeles,Steel,3027.77,2045.45,75.98,112.12,106.7,0,29.76,102.11
2025-02-28,Mumbai,Dubai,Coal,2177.84,2050.43,75.88,112.08,113.6,1,42.58,104.29
2025-03-01,Shanghai,Los Angeles,Steel,3199.55,2070.08,75.92,111.95,112.25,0,34.07,103.21
2025-03-02,Mumbai,Dubai,Steel,2223.5,2066.85,76.04,112.06,115.56,0,38.86,106.03
2025-03-03,Mumbai,Rotterdam,Steel,2839.03,2064.39,76.4,112.17,103.8,3,59.07,105.25
2025-03-04,Shanghai,Rotterdam,Steel,3171.78,2074.6,76.33,112.48,107.12,0,18.9,103.31
2025-03-05,Mumbai,Rotterdam,Iron Ore,3113.58,2066.22,76.57,112.41,112.71,2,47.8,104.64
2025-03-06,Mumbai,Rotterdam,Coal,2484.86,2064.98,76.87,112.86,111.23,0,38.54,103.01
2025-03-07,Singapore,Rotterdam,Coal,2799.29,2073.45,76.87,113.47,116.73,0,58.43,103.68
2025-03-08,Singapore,Rotterdam,Coal,3032.26,2071.93,76.91,113.56,111.24,1,81.03,103.11
2025-03-09,Singapore,Rotterdam,Steel,3214.72,2073.47,76.84,113.98,118.45,0,60.03,104.83
2025-03-10,Singapore,Rotterdam,Iron Ore,3357.09,2082.71,76.89,113.81,111.97,0,28.37,105.86
2025-03-11,Mumbai,Dubai,Coal,1905.37,2089.24,76.96,114.18,114.65,0,29.56,104.93
2025-03-12,Shanghai,Los Angeles,Iron Ore,3511.06,2094.39,77.13,114.53,107.78,1,45.61,105.14
2025-03-13,Shanghai,Rotterdam,Steel,3584.92,2094.55,77.36,114.83,109.52,0,66.77,105.17
2025-03-14,Mumbai,Rotterdam,Coal,2262.33,2100.25,77.31,114.91,114.06,0,37.52,104.63
2025-03-15,Mumbai,Dubai,Iron Ore,2531.7,2101.85,77.08,114.25,117.62,0,20.09,102.11
2025-03-16,Shanghai,Rotterdam,Steel,3318.14,2107.97,77.14,114.16,113.26,0,32.48,106.39
2025-03-17,Mumbai,Dubai,Iron Ore,2347.46,2106.3,77.24,114.08,109.24,0,51.36,106.57
2025-03-18,Mumbai,Dubai,Coal,2046.45,2107.01,77.33,113.9,116.59,0,50.35,103.53
2025-03-19,Mumbai,Rotterdam,Coal,2396.18,2101.11,77.33,113.99,98.78,0,37.0,103.34
2025-03-20,Shanghai,Los Angeles,Steel,3196.98,2102.71,77.39,113.94,102.67,0,50.25,104.83
2025-03-21,Singapore,Rotterdam,Steel,2914.0,2097.96,77.66,113.78,113.22,0,5.9,104.75
2025-03-22,Shanghai,Los Angeles,Steel,3310.04,2090.64,77.75,113.57,109.91,0,41.56,103.63
2025-03-23,Mumbai,Rotterdam,Iron Ore,2988.61,2094.15,77.73,113.43,112.9,0,52.91,102.07
2025-03-24,Mumbai,Rotterdam,Iron Ore,2888.53,2097.15,77.69,113.75,110.22,1,35.51,104.42
2025-03-25,Mumbai,Rotterdam,Iron Ore,2842.15,2104.57,77.69,113.62,112.78,0,27.45,104.8
2025-03-26,Shanghai,Rotterdam,Steel,3320.7,2102.13,77.96,113.52,105.87,0,12.0,105.07
2025-03-27,Shanghai,Los Angeles,Coal,3236.98,2106.25,77.95,113.43,112.81,0,63.85,104.51
2025-03-28,Shanghai,Los Angeles,Coal,2698.68,2111.37,77.97,113.54,114.94,0,29.2,103.58
2025-03-29,Mumbai,Dubai,Iron Ore,2723.47,2115.49,77.91,113.67,116.09,1,51.62,105.48
2025-03-30,Mumbai,Dubai,Iron Ore,2890.06,2109.3,78.08,112.92,120.06,3,73.06,104.1
2025-03-31,Mumbai,Dubai,Coal,2222.93,2110.76,78.38,113.19,111.22,0,62.68,103.3
2025-04-01,Mumbai,Rotterdam,Coal,2367.2,2113.8,78.46,113.55,111.37,0,37.69,103.73
2025-04-02,Shanghai,Los Angeles,Iron Ore,3291.86,2113.83,78.47,113.29,102.38,0,31.91,101.38
2025-04-03,Mumbai,Rotterdam,Iron Ore,2987.49,2096.96,78.47,113.04,107.34,0,42.6,103.72
2025-04-04,Shanghai,Rotterdam,Coal,3188.05,2097.92,78.1,112.91,109.02,1,67.26,105.03
2025-04-05,Mumbai,Dubai,Steel,2124.91,2115.15,78.2,112.71,115.23,0,37.45,104.5
2025-04-06,Mumbai,Rotterdam,Iron Ore,2703.41,2111.65,78.21,112.75,106.91,0,25.68,106.27
2025-04-07,Mumbai,Rotterdam,Coal,2393.61,2105.06,78.25,112.24,113.93,0,16.89,103.59
2025-04-08,Shanghai,Rotterdam,Coal,3094.84,2107.13,78.13,111.93,109.93,1,29.68,104.7
2025-04-09,Singapore,Rotterdam,Coal,2937.09,2108.57,78.04,112.29,109.03,0,52.97,105.15
2025-04-10,Shanghai,Los Angeles,Coal,3217.35,2116.9,77.95,112.02,111.13,2,51.19,107.47
2025-04-11,Singapore,Rotterdam,Steel,2988.58,2105.49,78.07,112.29,107.91,0,30.89,104.16
2025-04-12,Mumbai,Dubai,Coal,1985.11,2109.84,77.98,112.33,107.69,0,29.26,102.37
2025-04-13,Mumbai,Rotterdam,Iron Ore,2963.41,2112.92,78.25,111.83,101.27,1,49.28,105.19
2025-04-14,Shanghai,Rotterdam,Steel,3313.88,2109.99,78.27,111.93,108.52,0,36.41,106.7
2025-04-15,Shanghai,Rotterdam,Coal,2920.43,2110.76,78.04,111.85,107.32,0,35.9,103.41
2025-04-16,Shanghai,Los Angeles,Steel,3372.43,2116.92,77.97,111.67,107.1,0,60.24,105.13
2025-04-17,Singapore,Rotterdam,Iron Ore,3641.33,2121.68,77.82,111.67,111.72,0,63.07,105.7
2025-04-18,Shanghai,Los Angeles,Coal,2718.26,2110.17,77.43,111.71,112.88,0,15.85,105.36
2025-04-19,Mumbai,Rotterdam,Iron Ore,3326.88,2114.22,77.61,111.81,110.7,2,60.91,104.0
2025-04-20,Shanghai,Los Angeles,Coal,2892.4,2111.06,77.65,112.03,114.46,0,28.35,102.75
2025-04-21,Shanghai,Rotterdam,Coal,3188.42,2108.86,77.67,112.05,112.31,1,44.28,103.65
2025-04-22,Shanghai,Rotterdam,Coal,2882.65,2106.51,77.62,111.62,107.9,0,44.64,104.44
2025-04-23,Mumbai,Dubai,Coal,1817.72,2102.25,77.34,111.41,107.0,0,36.81,105.09
2025-04-24,Mumbai,Dubai,Coal,2053.56,2108.58,77.19,112.05,110.81,0,43.46,104.2
2025-04-25,Mumbai,Rotterdam,Steel,3019.65,2104.57,77.24,112.13,112.05,2,66.09,103.1
2025-04-26,Singapore,Rotterdam,Coal,2872.76,2092.13,76.99,112.61,116.1,1,52.42,104.48
2025-04-27,Shanghai,Los Angeles,Coal,3153.26,2085.37,76.53,112.86,115.0,1,38.3,104.91
2025-04-28,Mumbai,Rotterdam,Steel,2649.49,2083.06,76.4,112.8,106.26,0,30.56,104.16
2025-04-29,Mumbai,Dubai,Steel,2041.76,2089.01,76.29,112.76,108.38,0,18.4,102.3
2025-04-30,Shanghai,Los Angeles,Steel,3134.29,2089.83,76.21,112.63,112.16,0,27.19,103.25
2025-05-01,Mumbai,Dubai,Steel,2783.6,2078.89,76.22,112.07,114.06,2,85.43,104.91
2025-05-02,Shanghai,Los Angeles,Steel,3021.45,2094.5,76.22,111.95,113.33,0,28.12,101.38
2025-05-03,Singapore,Rotterdam,Steel,3003.46,2092.22,76.15,112.12,108.23,0,22.1,100.28
2025-05-04,Mumbai,Rotterdam,Coal,2336.09,2097.9,76.22,111.84,102.19,0,44.8,105.65
2025-05-05,Shanghai,Los Angeles,Coal,2907.36,2092.04,75.88,111.8,103.37,0,38.34,104.11
2025-05-06,Shanghai,Rotterdam,Iron Ore,3735.02,2091.53,75.84,111.87,109.64,0,37.07,104.22
2025-05-07,Shanghai,Rotterdam,Coal,3209.24,2093.36,75.82,111.5,109.89,1,69.14,101.65
2025-05-08,Shanghai,Los Angeles,Coal,2990.23,2098.09,75.51,111.23,102.58,0,48.24,104.34
2025-05-09,Shanghai,Los Angeles,Steel,3474.22,2101.41,75.16,110.82,108.19,1,40.05,103.6
2025-05-10,Shanghai,Los Angeles,Steel,3288.0,2103.14,74.93,110.46,111.02,1,41.63,100.77
2025-05-11,Shanghai,Rotterdam,Coal,2975.63,2095.25,74.7,109.98,102.0,0,32.46,105.24
2025-05-12,Shanghai,Rotterdam,Iron Ore,3645.97,2085.19,74.68,109.59,113.17,0,53.12,103.3
2025-05-13,Shanghai,Los Angeles,Steel,3100.98,2082.25,74.45,109.77,105.65,0,35.38,102.42
2025-05-14,Mumbai,Dubai,Coal,2046.49,2084.01,74.19,109.37,113.71,2,29.1,102.4
2025-05-15,Mumbai,Dubai,Coal,2038.51,2076.41,73.96,109.23,104.64,0,39.28,99.9
2025-05-16,Singapore,Rotterdam,Iron Ore,3217.62,2079.0,73.98,108.93,102.05,0,16.94,103.77
2025-05-17,Mumbai,Rotterdam,Iron Ore,2968.12,2084.59,73.84,109.04,104.78,0,72.76,103.22
2025-05-18,Mumbai,Dubai,Steel,2255.28,2071.12,73.67,109.19,106.47,0,25.51,102.49
2025-05-19,Shanghai,Rotterdam,Iron Ore,3655.57,2058.19,73.5,109.21,104.88,0,37.57,104.65
2025-05-20,Mumbai,Dubai,Coal,2042.17,2050.73,73.54,109.1,105.61,0,43.87,100.6
2025-05-21,Singapore,Rotterdam,Coal,2718.25,2046.75,73.27,108.85,108.23,1,43.67,101.73
2025-05-22,Singapore,Rotterdam,Iron Ore,3268.08,2036.01,73.31,108.36,105.58,1,43.65,101.3
2025-05-23,Mumbai,Rotterdam,Iron Ore,2726.48,2040.2,73.19,108.64,105.97,0,46.33,102.1
2025-05-24,Mumbai,Dubai,Iron Ore,2492.71,2036.87,73.0,108.25,97.62,0,62.89,102.57
2025-05-25,Shanghai,Rotterdam,Iron Ore,3605.89,2030.36,73.21,108.21,107.99,1,59.51,103.06
2025-05-26,Shanghai,Rotterdam,Steel,3369.01,2011.97,72.89,108.27,105.45,0,62.18,101.84
2025-05-27,Shanghai,Los Angeles,Iron Ore,3300.46,1994.45,72.67,107.92,113.8,1,32.3,100.98
2025-05-28,Shanghai,Rotterdam,Steel,3223.39,1989.62,72.31,107.97,100.91,0,44.76,104.77
2025-05-29,Mumbai,Rotterdam,Coal,2209.04,1965.4,72.28,107.94,96.43,0,42.33,105.8
2025-05-30,Mumbai,Rotterdam,Iron Ore,2883.16,1966.26,72.36,108.16,108.41,0,45.27,102.34
2025-05-31,Shanghai,Rotterdam,Steel,3363.86,1957.67,72.44,107.82,106.91,0,60.64,100.94
2025-06-01,Shanghai,Rotterdam,Iron Ore,3654.98,1976.22,72.44,107.28,99.99,1,44.69,104.22
2025-06-02,Shanghai,Los Angeles,Coal,2792.48,1987.21,72.24,106.93,97.23,0,33.92,99.78
2025-06-03,Shanghai,Rotterdam,Coal,2908.66,1978.22,72.0,106.75,112.41,0,48.01,101.39
2025-06-04,Shanghai,Los Angeles,Coal,2469.67,1969.75,71.57,106.54,111.65,0,13.33,100.79
2025-06-05,Shanghai,Los Angeles,Iron Ore,3203.22,1970.03,71.69,106.21,91.98,1,44.45,100.03
2025-06-06,Shanghai,Rotterdam,Iron Ore,3151.89,1975.91,71.57,105.5,101.98,0,37.99,101.29
2025-06-07,Singapore,Rotterdam,Steel,2804.23,1955.0,71.31,105.39,112.43,1,34.19,100.35
2025-06-08,Singapore,Rotterdam,Coal,2608.13,1932.84,71.32,105.64,101.57,0,55.86,101.6
2025-06-09,Shanghai,Los Angeles,Iron Ore,3026.24,1919.93,70.98,105.52,101.34,0,24.07,101.56
2025-06-10,Shanghai,Rotterdam,Coal,2837.99,1916.61,70.85,105.43,102.22,1,45.96,100.52
2025-06-11,Singapore,Rotterdam,Coal,2558.8,1912.54,70.63,105.34,97.87,0,44.4,100.83
2025-06-12,Shanghai,Rotterdam,Steel,3067.28,1913.01,70.54,105.19,94.79,0,60.3,100.98
2025-06-13,Shanghai,Rotterdam,Steel,2917.02,1895.27,70.33,105.18,108.41,0,39.84,102.47
2025-06-14,Shanghai,Rotterdam,Steel,3014.14,1868.56,69.92,105.03,93.77,0,54.04,100.97
2025-06-15,Mumbai,Dubai,Steel,1937.63,1867.19,69.73,104.71,104.06,0,50.51,102.37
2025-06-16,Shanghai,Rotterdam,Coal,2681.94,1852.29,69.69,104.26,107.09,0,41.85,101.94
2025-06-17,Mumbai,Dubai,Steel,2006.69,1827.83,69.49,103.95,95.23,0,23.66,101.85
2025-06-18,Shanghai,Los Angeles,Steel,2636.22,1820.64,69.4,103.78,97.7,0,18.48,103.01
2025-06-19,Singapore,Rotterdam,Steel,2900.92,1818.61,69.04,103.45,108.22,0,41.6,99.18
2025-06-20,Singapore,Rotterdam,Steel,2786.42,1809.22,68.84,103.27,104.65,0,31.86,100.08
2025-06-21,Singapore,Rotterdam,Coal,2618.89,1797.11,68.54,103.13,98.73,2,69.79,103.37
2025-06-22,Singapore,Rotterdam,Steel,2751.06,1787.36,68.45,103.08,107.66,1,59.19,100.27
2025-06-23,Singapore,Rotterdam,Coal,2406.07,1775.9,68.25,103.15,107.51,0,37.23,96.37
2025-06-24,Singapore,Rotterdam,Iron Ore,2897.16,1756.6,68.15,102.91,102.65,0,22.63,100.22
2025-06-25,Singapore,Rotterdam,Coal,2553.55,1742.35,68.11,102.33,96.64,2,63.66,100.66
2025-06-26,Shanghai,Los Angeles,Coal,2479.21,1737.96,68.01,101.99,98.9,0,24.73,96.46
2025-06-27,Shanghai,Rotterdam,Steel,2887.49,1731.97,67.84,101.74,102.23,0,28.62,102.32
2025-06-28,Mumbai,Rotterdam,Iron Ore,2409.23,1724.74,67.49,101.03,99.68,1,33.31,99.18
2025-06-29,Mumbai,Dubai,Iron Ore,1987.49,1708.19,67.28,101.12,105.15,0,37.92,100.67
2025-06-30,Mumbai,Rotterdam,Iron Ore,2546.28,1698.14,66.99,100.89,92.63,0,57.55,99.77
2025-07-01,Mumbai,Rotterdam,Iron Ore,2622.38,1672.12,66.74,100.73,92.64,2,55.92,98.11
2025-07-02,Shanghai,Rotterdam,Coal,2405.16,1664.95,66.47,100.81,100.84,0,33.35,98.37
2025-07-03,Shanghai,Rotterdam,Iron Ore,2833.7,1667.78,66.12,100.4,97.31,0,17.12,98.5
2025-07-04,Shanghai,Rotterdam,Coal,2494.24,1647.39,65.62,100.28,96.46,0,48.28,101.47
2025-07-05,Singapore,Rotterdam,Coal,2012.36,1634.11,65.31,100.0,90.58,0,28.29,99.55
2025-07-06,Shanghai,Los Angeles,Coal,2557.4,1628.16,65.14,99.69,99.35,1,49.76,98.92
2025-07-07,Singapore,Rotterdam,Iron Ore,2645.16,1629.61,64.73,99.24,98.81,0,34.69,98.23
2025-07-08,Shanghai,Los Angeles,Steel,2384.83,1617.47,64.53,99.4,102.17,0,52.57,101.36
2025-07-09,Shanghai,Los Angeles,Steel,2806.34,1603.39,64.61,99.05,99.08,2,53.64,101.69
2025-07-10,Mumbai,Rotterdam,Iron Ore,2225.87,1579.12,64.55,98.97,97.9,0,39.12,101.2
2025-07-11,Mumbai,Rotterdam,Steel,2325.37,1571.45,64.6,98.25,104.28,0,47.29,100.1
2025-07-12,Shanghai,Los Angeles,Steel,2623.4,1579.3,64.45,98.29,91.66,0,71.6,99.72
2025-07-13,Shanghai,Los Angeles,Coal,2267.18,1573.07,64.42,98.3,100.74,0,53.33,97.4
2025-07-14,Singapore,Rotterdam,Coal,2198.44,1564.47,64.11,98.07,89.53,0,38.67,98.79
2025-07-15,Singapore,Rotterdam,Iron Ore,2818.07,1558.66,63.82,97.76,93.53,2,56.05,98.06
2025-07-16,Mumbai,Rotterdam,Iron Ore,2247.32,1550.21,63.2,97.61,91.49,1,40.13,96.28
2025-07-17,Shanghai,Rotterdam,Steel,2590.65,1535.39,63.18,97.94,101.3,0,25.75,100.54
2025-07-18,Shanghai,Los Angeles,Coal,2109.9,1533.69,63.22,97.25,96.89,0,31.71,97.84
2025-07-19,Singapore,Rotterdam,Iron Ore,2383.14,1527.26,62.93,97.19,96.99,0,28.42,100.62
2025-07-20,Mumbai,Rotterdam,Iron Ore,2427.96,1519.2,62.7,96.72,91.36,0,49.8,100.08
2025-07-21,Singapore,Rotterdam,Iron Ore,2532.63,1503.24,62.39,96.47,95.23,0,23.93,99.53
2025-07-22,Shanghai,Los Angeles,Iron Ore,3025.89,1505.57,62.25,96.17,92.75,2,76.0,99.55
2025-07-23,Shanghai,Los Angeles,Iron Ore,2757.4,1502.83,62.23,95.82,98.32,0,51.28,97.64
2025-07-24,Mumbai,Dubai,Iron Ore,1882.48,1490.41,61.78,95.57,91.29,0,40.31,101.28
2025-07-25,Shanghai,Rotterdam,Steel,2663.92,1490.48,61.65,95.05,102.74,0,40.0,98.5
2025-07-26,Mumbai,Dubai,Coal,1393.12,1478.62,61.42,95.07,87.55,0,31.64,98.82
2025-07-27,Mumbai,Rotterdam,Coal,1837.81,1464.53,61.24,94.39,91.74,0,44.05,97.34
2025-07-28,Singapore,Rotterdam,Iron Ore,2591.21,1450.69,61.13,94.29,104.0,0,56.32,96.85
2025-07-29,Mumbai,Rotterdam,Coal,1706.92,1428.83,60.91,93.98,93.29,0,29.45,98.9
2025-07-30,Shanghai,Los Angeles,Coal,2022.1,1424.97,60.72,93.46,88.74,0,17.0,98.45
2025-07-31,Mumbai,Dubai,Coal,1520.15,1402.76,60.5,93.28,96.25,0,50.55,96.88
2025-08-01,Mumbai,Dubai,Iron Ore,1871.09,1385.44,60.47,92.67,92.63,0,44.87,95.85
2025-08-02,Mumbai,Dubai,Iron Ore,1740.45,1361.42,60.35,92.45,90.68,0,23.2,96.04
2025-08-03,Mumbai,Rotterdam,Coal,1603.52,1353.39,60.21,91.88,89.23,1,37.0,99.68
2025-08-04,Shanghai,Los Angeles,Coal,1947.65,1344.93,59.84,91.78,108.41,0,27.11,96.91
2025-08-05,Singapore,Rotterdam,Iron Ore,2301.46,1335.13,59.62,91.33,93.17,0,29.13,97.26
2025-08-06,Singapore,Rotterdam,Steel,2291.96,1319.69,59.58,91.0,84.66,0,35.14,99.89
2025-08-07,Mumbai,Rotterdam,Coal,1715.16,1303.3,59.42,90.87,101.61,1,44.0,95.97
2025-08-08,Mumbai,Dubai,Steel,1529.75,1300.09,59.35,90.47,97.06,0,30.24,96.51
2025-08-09,Shanghai,Rotterdam,Coal,2004.69,1288.84,59.45,90.25,90.04,0,28.63,96.39
2025-08-10,Mumbai,Rotterdam,Steel,1762.5,1284.62,59.44,89.67,89.07,0,36.57,99.92
2025-08-11,Mumbai,Rotterdam,Steel,1881.35,1270.89,59.3,89.62,96.97,0,42.52,100.43
2025-08-12,Shanghai,Los Angeles,Steel,2336.92,1265.77,59.06,89.87,92.23,0,35.26,98.51
2025-08-13,Singapore,Rotterdam,Iron Ore,2424.23,1269.74,58.53,90.37,83.71,0,57.38,98.51
2025-08-14,Mumbai,Rotterdam,Steel,1924.79,1268.06,58.35,90.2,102.15,1,55.62,96.41
2025-08-15,Mumbai,Rotterdam,Steel,1989.16,1258.49,58.15,90.21,90.92,0,16.14,100.16
2025-08-16,Mumbai,Dubai,Steel,1595.33,1254.39,58.06,89.58,100.44,0,47.86,97.59
2025-08-17,Mumbai,Dubai,Coal,1373.42,1246.4,57.89,89.78,99.23,0,49.08,98.42
2025-08-18,Shanghai,Rotterdam,Steel,2374.08,1240.51,57.7,89.79,87.72,0,33.48,96.93
2025-08-19,Shanghai,Los Angeles,Coal,1849.86,1232.06,57.29,89.5,97.77,0,17.57,96.64
2025-08-20,Shanghai,Rotterdam,Steel,2544.06,1225.01,57.01,89.63,89.23,1,48.12,99.49
2025-08-21,Mumbai,Dubai,Steel,1644.95,1221.09,56.95,89.4,83.05,3,63.88,97.76
2025-08-22,Singapore,Rotterdam,Iron Ore,2304.66,1207.63,57.08,89.12,90.15,0,23.18,99.08
2025-08-23,Mumbai,Dubai,Coal,1311.72,1194.1,56.93,89.08,94.15,0,18.23,97.25
2025-08-24,Shanghai,Los Angeles,Steel,2258.76,1177.71,56.85,88.65,89.74,0,38.69,95.55
2025-08-25,Mumbai,Dubai,Coal,1518.13,1159.75,56.87,88.75,90.42,0,36.5,95.91
2025-08-26,Shanghai,Los Angeles,Coal,1799.59,1144.96,56.63,88.34,97.57,0,33.74,96.89
2025-08-27,Shanghai,Los Angeles,Iron Ore,2574.06,1141.31,56.57,87.93,92.28,1,46.75,95.76
2025-08-28,Shanghai,Los Angeles,Iron Ore,2188.63,1129.37,56.34,87.56,87.44,1,31.46,95.0
2025-08-29,Shanghai,Los Angeles,Iron Ore,2174.78,1128.8,56.36,87.61,95.07,0,33.48,98.43
2025-08-30,Shanghai,Los Angeles,Iron Ore,2269.78,1124.52,56.27,87.32,92.46,0,48.0,95.77
2025-08-31,Singapore,Rotterdam,Iron Ore,2146.96,1104.35,56.21,86.85,78.78,0,34.75,96.76
2025-09-01,Shanghai,Rotterdam,Iron Ore,2247.81,1105.28,55.99,86.57,93.44,0,14.92,96.96
2025-09-02,Mumbai,Rotterdam,Iron Ore,1844.31,1107.6,56.0,86.43,93.17,0,32.91,95.6
2025-09-03,Shanghai,Rotterdam,Iron Ore,2285.31,1095.61,56.21,86.02,91.23,0,23.95,98.63
2025-09-04,Shanghai,Los Angeles,Steel,2173.85,1095.06,55.97,85.61,95.51,0,44.01,94.75
2025-09-05,Singapore,Rotterdam,Coal,1859.31,1084.43,55.82,86.03,87.62,0,44.78,96.78
2025-09-06,Mumbai,Dubai,Iron Ore,1587.9,1081.56,55.77,85.7,92.59,0,15.12,96.73
2025-09-07,Singapore,Rotterdam,Iron Ore,2478.21,1067.94,55.81,85.51,83.0,1,59.39,96.25
2025-09-08,Shanghai,Los Angeles,Coal,1780.21,1050.22,55.64,85.32,92.8,0,23.32,94.36
2025-09-09,Singapore,Rotterdam,Steel,2042.9,1043.92,55.14,85.12,100.47,0,63.39,97.59
2025-09-10,Singapore,Rotterdam,Coal,1792.91,1039.83,55.27,85.18,85.67,0,39.27,97.37
2025-09-11,Shanghai,Los Angeles,Coal,1620.84,1033.68,55.31,85.33,86.78,0,21.3,95.22
2025-09-12,Singapore,Rotterdam,Iron Ore,1935.47,1021.39,54.98,85.17,86.98,0,22.87,97.27
2025-09-13,Mumbai,Rotterdam,Coal,1624.03,1015.51,54.83,84.78,91.12,0,45.22,96.75
2025-09-14,Mumbai,Rotterdam,Coal,1455.3,1015.12,55.0,85.02,85.11,0,34.13,94.25
2025-09-15,Singapore,Rotterdam,Iron Ore,1990.34,1012.36,55.16,84.93,92.48,0,38.55,94.87
2025-09-16,Mumbai,Dubai,Iron Ore,1665.02,1011.56,55.25,85.29,94.56,2,80.19,97.84
2025-09-17,Shanghai,Los Angeles,Iron Ore,2152.69,1004.09,55.17,84.67,92.96,0,29.51,96.58
2025-09-18,Mumbai,Rotterdam,Iron Ore,1899.5,1011.49,55.13,84.66,81.4,0,40.9,95.25
2025-09-19,Mumbai,Dubai,Coal,1455.04,1000.26,55.07,85.08,95.19,0,61.3,94.8
2025-09-20,Singapore,Rotterdam,Coal,1779.99,1002.48,55.2,84.94,94.86,0,44.06,95.3
2025-09-21,Mumbai,Dubai,Steel,1606.63,1010.39,55.03,84.84,94.3,1,23.9,95.39
